dataset_row,source_row_key,tweet_id,dataset_id_raw,tweet_url,language_recorded,original_has_devanagari,text_original,text_translated,text_for_current_parser,audit_class,possible_spatial_meaning_change,possible_toponym_change,possible_spatial_relation_change,severe_inspected,requires_manual_inspection,review_level,review_note,discrepancy_tags,known_original_toponyms,latin_dictionary_mentions_original,latin_dictionary_mentions_parser,unmatched_original_toponyms,possible_mention_count_loss,relation_flags,existing_address,existing_locations,existing_lat,existing_lon,existing_confidence
1399,6976,913397893855244288,9.13E+17,https://twitter.com/dtptraffic/status/913397893855244288,en,False,Traffic Alert 1/2 Traffic is heavy on Lala Lajpat Rai Marg and Outer Ring Road from Modi Mill flyover to Chirag Delhi (both carriageways)...,1/2 Traffic is heavy on Lala Lajpat Rai Marg and Outer Ring Road from Modi Mill flyover to Chirag Delhi (both carriageways)...,1/2 Traffic is heavy on Lala Lajpat Rai Marg and Outer Ring Road from Modi Mill flyover to Chirag Delhi (both carriageways)...,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Lala Lajpat Rai Marg"", ""Outer Ring Road"", ""Modi Mill flyover"", ""Chirag Delhi""]","[""Lala Lajpat Rai Marg"", ""Outer Ring Road"", ""Modi Mill flyover"", ""Chirag Delhi""]",,,,"Lala Lajpat Rai Bhawan, Lajpat Nagar IV, South East Delhi, Delhi, India","Lala,  Lala Lajpat,  Lala Lajpat Rai,  Lajpat,  Lajpat Rai,  Lajpat Rai Marg,  Rai,  Rai Marg,  Marg,  Outer,  Outer Ring,  Outer Ring Road,  Ring,  Ring Road,  Modi,  Modi Mill,  Mill,  Chirag,  Chirag Delhi,  Delhi",28.5627433,77.23540396,10
1400,6983,913335820999811072,9.13E+17,https://twitter.com/dtptraffic/status/913335820999811072,en,False,"Traffic Alert 1/2 Traffic is heavy IIT towards Savitri, Outer Ring Road Nehru Place to Savitri, Outer Ring Road Sheikh Sarai to Nehru Place","1/2 Traffic is heavy IIT towards Savitri, Outer Ring Road Nehru Place to Savitri, Outer Ring Road Sheikh Sarai to Nehru Place","1/2 Traffic is heavy IIT towards Savitri, Outer Ring Road Nehru Place to Savitri, Outer Ring Road Sheikh Sarai to Nehru Place",BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""IIT"", ""Outer Ring Road"", ""Nehru Place"", ""Outer Ring Road"", ""Sheikh Sarai"", ""Nehru Place""]","[""IIT"", ""Outer Ring Road"", ""Nehru Place"", ""Outer Ring Road"", ""Sheikh Sarai"", ""Nehru Place""]",,,,"Outer Ring Road, Bhavishya Nidhi Enclave, Lado Sarai, Saidulajaib Extension, South Delhi, Delhi, 110016, India","IIT,  Savitri,  Outer,  Outer Ring,  Outer Ring Road,  Ring,  Ring Road,  Ring Road Nehru,  Road Nehru,  Road Nehru Place,  Nehru,  Nehru Place,  Savitri,  Outer,  Outer Ring,  Outer Ring Road,  Ring,  Ring Road,  Ring Road Sheikh,  Road Sheikh,  Road Sheikh Sarai,  Sheikh,  Sheikh Sarai,  Sarai,  Nehru,  Nehru Place",28.5438809,77.2050014,10
1401,6988,913255222008352768,9.13E+17,https://twitter.com/dtptraffic/status/913255222008352768,en,False,Traffic Alert Obstruction in traffic in the carriageway from Modi Mill towards Chirag Delhi due to breakdown of truck near Modi Mill flyover,Obstruction in traffic in the carriageway from Modi Mill towards Chirag Delhi due to breakdown of truck near Modi Mill flyover,Obstruction in traffic in the carriageway from Modi Mill towards Chirag Delhi due to breakdown of truck near Modi Mill flyover,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Modi Mill"", ""Chirag Delhi"", ""Modi Mill flyover""]","[""Modi Mill"", ""Chirag Delhi"", ""Modi Mill flyover""]",,,,"Chirag Delhi, Tigri, South Delhi, Delhi, India","Modi,  Modi Mill,  Mill,  Chirag,  Chirag Delhi,  Delhi,  Modi,  Modi Mill,  Mill",28.5381411,77.2280694,8
1402,6989,913220892645142528,9.13E+17,https://twitter.com/dtptraffic/status/913220892645142528,en,False,Traffic Alert Obstruction in traffic from Mahipalpur towards Gurgaon due to breakdown of a HTV near Mother Dairy. Kindly avoid the stretch.,Obstruction in traffic from Mahipalpur towards Gurgaon due to breakdown of a HTV near Mother Dairy. Kindly avoid the stretch.,Obstruction in traffic from Mahipalpur towards Gurgaon due to breakdown of a HTV near Mother Dairy. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Mahipalpur"", ""Gurgaon"", ""Mother Dairy""]","[""Mahipalpur"", ""Gurgaon"", ""Mother Dairy""]",,,,"Mahipalpur, Rangpuri, New Delhi, Delhi, 110037, India","Mahipalpur,  Gurgaon,  Mother,  Mother Dairy,  Dairy",28.5444849,77.1256912,7
1403,6992,913032785601933315,9.13E+17,https://twitter.com/dtptraffic/status/913032785601933315,en,False,"Traffic Alert Traffic is heavy at CR Park, Kalka ji Mandir , Paras Flyover , Modi Mill Flyover, Eros Hotel, Lala Lajpat Rai Marg , 1/2","Traffic is heavy at CR Park, Kalka ji Mandir , Paras Flyover , Modi Mill Flyover, Eros Hotel, Lala Lajpat Rai Marg , 1/2","Traffic is heavy at CR Park, Kalka ji Mandir , Paras Flyover , Modi Mill Flyover, Eros Hotel, Lala Lajpat Rai Marg , 1/2",BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""CR Park"", ""Mandir"", ""Paras"", ""Flyover"", ""Modi Mill Flyover"", ""Eros Hotel"", ""Lala Lajpat Rai Marg""]","[""CR Park"", ""Mandir"", ""Paras"", ""Flyover"", ""Modi Mill Flyover"", ""Eros Hotel"", ""Lala Lajpat Rai Marg""]",,,,"Plot 31, Kalka Apartments, Sector 6, Dwarka, South West Delhi, Delhi, 110075, India","CR,  CR Park,  Park,  Kalka,  Mandir,  Paras,  Flyover,  Modi,  Modi Mill,  Mill,  Mill Flyover,  Flyover,  Eros,  Eros Hotel,  Hotel,  Lala,  Lala Lajpat,  Lala Lajpat Rai,  Lajpat,  Lajpat Rai,  Lajpat Rai Marg,  Rai,  Rai Marg,  Marg",28.589715,77.06734164,10
1404,6998,913023943384080385,9.13E+17,https://twitter.com/dtptraffic/status/913023943384080385,en,False,Traffic Alert Traffic is heavy in the carriageway from Mehram nagar towards Dwarka due to breakdown of a DTC bus.,Traffic is heavy in the carriageway from Mehram nagar towards Dwarka due to breakdown of a DTC bus.,Traffic is heavy in the carriageway from Mehram nagar towards Dwarka due to breakdown of a DTC bus.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Dwarka""]","[""Dwarka""]",,,,"Dwarka, Old Palam Road, Nishat Park, Sector 14, Dwarka, South West Delhi, Delhi, 110078, India","Dwarka,  DTC",28.6149318,77.0227861,7
1405,7000,913000505525157889,9.13E+17,https://twitter.com/dtptraffic/status/913000505525157889,en,False,"Traffic Alert Traffic remains affected at CR Park,Panchsheel,Savitri Flyover,Nehru Place due to Durga Puja Programme.","Traffic remains affected at CR Park,Panchsheel,Savitri Flyover,Nehru Place due to Durga Puja Programme.","Traffic remains affected at CR Park,Panchsheel,Savitri Flyover,Nehru Place due to Durga Puja Programme.",BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""CR Park"", ""Savitri Flyover"", ""Nehru Place""]","[""CR Park"", ""Savitri Flyover"", ""Nehru Place""]",,,,"Panchsheel Enclave, West Delhi, Delhi, India","CR,  CR Park,  Park,  Panchsheel,  Savitri,  Flyover,  Nehru,  Nehru Place,  Durga,  Programme",28.6385903,77.04068836,10
1406,7004,912993135407403008,9.13E+17,https://twitter.com/dtptraffic/status/912993135407403008,en,False,Traffic Alert Obstruction in traffic from Wazirabad to Khajoori due to breakdown of a DTC bus on Yamuna Bridge. Kindly avoid the stretch.,Obstruction in traffic from Wazirabad to Khajoori due to breakdown of a DTC bus on Yamuna Bridge. Kindly avoid the stretch.,Obstruction in traffic from Wazirabad to Khajoori due to breakdown of a DTC bus on Yamuna Bridge. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Wazirabad"", ""Yamuna""]","[""Wazirabad"", ""Yamuna""]",,,,"DTC Colony, Delhi, Central Delhi, Delhi, India","Wazirabad,  DTC,  Yamuna,  Yamuna Bridge,  Bridge",28.69021215,77.19308426,9
1407,7006,912890875230998529,9.13E+17,https://twitter.com/dtptraffic/status/912890875230998529,en,False,Traffic Alert Traffic is heavy on Mathura Road in the carriageway from Apollo towards CRRI . Kindly avoid the stretch.,Traffic is heavy on Mathura Road in the carriageway from Apollo towards CRRI . Kindly avoid the stretch.,Traffic is heavy on Mathura Road in the carriageway from Apollo towards CRRI . Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Mathura Road"", ""Apollo"", ""CRRI""]","[""Mathura Road"", ""Apollo"", ""CRRI""]",,,,"IIIT-Delhi, Mathura Road, Siddharth Enclave, Jasola, South East Delhi, Delhi, 110020, India","Mathura,  Mathura Road,  Apollo,  CRRI",28.54632595,77.27325504,8
1408,7009,912686507630092288,9.13E+17,https://twitter.com/dtptraffic/status/912686507630092288,en,False,Traffic Alert Obstruction in traffic from Mahipal Pur towards Gurugram due to accident near Shiv Murti. Kindly avoid the stretch.,Obstruction in traffic from Mahipal Pur towards Gurugram due to accident near Shiv Murti. Kindly avoid the stretch.,Obstruction in traffic from Mahipal Pur towards Gurugram due to accident near Shiv Murti. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Gurugram""]","[""Gurugram""]",,,,"Shiv Vihar, West Delhi, Delhi, India","Pur,  Gurugram,  Shiv,  Murti",28.6481226,77.05061239,8
1409,7017,912642447083134977,9.13E+17,https://twitter.com/dtptraffic/status/912642447083134977,hi,True,Traffic Alert CR Park से GK-2 जाने वाले मार्ग में दुर्गा पूजा की वजह से यातयात अधिक है I कृपया इस मार्ग के प्रयोग से बचें I,"Due to the Durga Puja in CR Park from the GK-2 route, there is more traffic. Please avoid using this route.","Due to the Durga Puja in CR Park from the GK-2 route, there is more traffic. Please avoid using this route.",UNRESOLVED_CROSS_LANGUAGE,False,False,False,False,True,automated_screen,,,[],"[""CR Park""]","[""CR Park""]",,,,"Durga Park Extension, Najafgarh, Chhawala, South West Delhi, Delhi, India","Durga,  CR,  CR Park,  Park,  GK2,  Please",28.5923294,76.9916765,10
1410,7018,912596964289609728,9.13E+17,https://twitter.com/dtptraffic/status/912596964289609728,en,False,Traffic Alert Breakdown DTC bus is removed from Raja Garden Flyover. Traffic is now normal.,Breakdown DTC bus is removed from Raja Garden Flyover. Traffic is now normal.,Breakdown DTC bus is removed from Raja Garden Flyover. Traffic is now normal.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Raja Garden Flyover""]","[""Raja Garden Flyover""]",,,,"DTC Colony, Delhi, Central Delhi, Delhi, India","DTC,  Raja,  Raja Garden,  Garden,  Garden Flyover,  Flyover",28.69021215,77.19308426,9
1411,7020,912531687841579008,9.13E+17,https://twitter.com/dtptraffic/status/912531687841579008,en,False,Traffic Alert Obstruction in traffic from Rajouri Garden towards Dhoula Kuan due to breakdown of a DTC bus. Kindly avoid the stretch.,Obstruction in traffic from Rajouri Garden towards Dhoula Kuan due to breakdown of a DTC bus. Kindly avoid the stretch.,Obstruction in traffic from Rajouri Garden towards Dhoula Kuan due to breakdown of a DTC bus. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Rajouri Garden""]","[""Rajouri Garden""]",,,,"Rajouri Garden, West Delhi, Delhi, India","Rajouri,  Rajouri Garden,  Garden,  Kuan,  DTC",28.6421518,77.11606038,7
1412,7023,912518650468327426,9.13E+17,https://twitter.com/dtptraffic/status/912518650468327426,en,False,Traffic Alert Obstruction in traffic in the carriageway from Gurugram towards Delhi due to breakdown of a water tanker near Shiv Murti.,Obstruction in traffic in the carriageway from Gurugram towards Delhi due to breakdown of a water tanker near Shiv Murti.,Obstruction in traffic in the carriageway from Gurugram towards Delhi due to breakdown of a water tanker near Shiv Murti.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Gurugram"", ""Delhi""]","[""Gurugram"", ""Delhi""]",,,,"Shiv Vihar, West Delhi, Delhi, India","Gurugram,  Delhi,  Shiv,  Murti",28.6481226,77.05061239,8
1413,7025,912235772706615298,9.12E+17,https://twitter.com/dtptraffic/status/912235772706615298,en,False,Traffic Alert Traffic will remain heavy in the carriageway from Tis Hazari towards Azad market due to heavy traffic movement.,Traffic will remain heavy in the carriageway from Tis Hazari towards Azad market due to heavy traffic movement.,Traffic will remain heavy in the carriageway from Tis Hazari towards Azad market due to heavy traffic movement.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Tis Hazari"", ""Azad market""]","[""Tis Hazari"", ""Azad market""]",,,,"Tis Hazari, Lala Hardev Sahai Marg, Civil Lines, Delhi, Central Delhi, Delhi, 110006, India","Tis,  Tis Hazari,  Hazari,  Azad",28.6671626,77.2166306,7
1414,7027,911870265415450624,9.12E+17,https://twitter.com/dtptraffic/status/911870265415450624,en,False,Traffic Alert Procession of Ram Yatra is going on and the route is as:-Filmistan-Pahari Dheeraj-12 Tooti-Qutub Road and will reach Red Fort.,Procession of Ram Yatra is going on and the route is as:-Filmistan-Pahari Dheeraj-12 Tooti-Qutub Road and will reach Red Fort.,Procession of Ram Yatra is going on and the route is as:-Filmistan-Pahari Dheeraj-12 Tooti-Qutub Road and will reach Red Fort.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Filmistan"", ""Red Fort""]","[""Filmistan"", ""Red Fort""]",,,,"Ganga Ram Vatika, West Delhi, Delhi, India","Ram,  Red,  Red Fort,  Fort",28.6432092,77.09973354,9
1415,7030,911515605500489728,9.12E+17,https://twitter.com/dtptraffic/status/911515605500489728,hi,True,Part1/2..Traffic Alert A-3 Block CGHS Dispensary के पास एक पेड़ गिर जाने के कारण मीरा बाग गोल चक्कर से ज्वालाहेरी मार्किट और मुल्तान नगर से,"Part1 / 2.A-3 Block due to a tree collapse near CGHS Dispensary, Mira Bagh from Roundabout, from Jolhari Market and Multan Nagar","Part1 / 2.A-3 Block due to a tree collapse near CGHS Dispensary, Mira Bagh from Roundabout, from Jolhari Market and Multan Nagar",UNRESOLVED_CROSS_LANGUAGE,False,False,False,False,True,automated_screen,,,[],[],"[""Multan Nagar""]",,,,"Marble Block, West Delhi, Delhi, India","A3,  A3 Block,  Block,  CGHS,  CGHS Dispensary,  Dispensary,  Mira,  Bagh,  Roundabout,  Market,  Multan,  Multan Nagar",28.6381764,77.05204472,9
1416,7033,911476552667295748,9.11E+17,https://twitter.com/dtptraffic/status/911476552667295748,en,False,Traffic Alert Traffic is heavy at DTC Depot Jahangir Puri due to water logging. Kindly avoid the stretch.,Traffic is heavy at DTC Depot Jahangir Puri due to water logging. Kindly avoid the stretch.,Traffic is heavy at DTC Depot Jahangir Puri due to water logging. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Jahangir Puri""]","[""Jahangir Puri""]",,,,"DTC Colony, Delhi, Central Delhi, Delhi, India","DTC,  DTC Depot,  Depot,  Jahangir,  Puri",28.69021215,77.19308426,9
1417,7037,911470219549224960,9.11E+17,https://twitter.com/dtptraffic/status/911470219549224960,en,False,Traffic Alert Obstruction in traffic from Wazirabad towards Khajuri(both carriageways) due to breakdown of a bus on Yamuna Bridge.,Obstruction in traffic from Wazirabad towards Khajuri(both carriageways) due to breakdown of a bus on Yamuna Bridge.,Obstruction in traffic from Wazirabad towards Khajuri(both carriageways) due to breakdown of a bus on Yamuna Bridge.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Wazirabad"", ""Khajuri"", ""Yamuna""]","[""Wazirabad"", ""Khajuri"", ""Yamuna""]",,,,"Eastern Yamuna Canal, North East Delhi, Delhi, 420420, India","Wazirabad,  Khajuri,  Yamuna,  Yamuna Bridge,  Bridge",28.6788805,77.2660525,9
1418,7038,911458368761380865,9.11E+17,https://twitter.com/dtptraffic/status/911458368761380865,en,False,Traffic Alert Traffic will remain affected from Mukarba Chowk to Madhuban Chowk . KIndly avoid the stretch.,Traffic will remain affected from Mukarba Chowk to Madhuban Chowk . KIndly avoid the stretch.,Traffic will remain affected from Mukarba Chowk to Madhuban Chowk . KIndly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Mukarba Chowk"", ""Madhuban Chowk""]","[""Mukarba Chowk"", ""Madhuban Chowk""]",,,,"Chandni Chowk, Dharampura, Chandni Chowk, Old Delhi, Delhi, Central Delhi, Delhi, 110006, India","Mukarba,  Mukarba Chowk,  Chowk,  Madhuban,  Madhuban Chowk,  Chowk",28.6562654,77.2299093,7
1419,7040,911452250869948416,9.11E+17,https://twitter.com/dtptraffic/status/911452250869948416,hi,True,Part1/2..Traffic Alert Ring Road से Jhandu Singh Marg जाने वाले मार्ग में रोड धंसने के कारण यातयात प्रभावित है Iमोटर चालकों को सलाह दी जाती,"Part1 / 2.Ring Road, due to road mudding in Jhandu Singh Marg, the traffic is affected due to road conditions. Motor drivers are advised.","Part1 / 2.Ring Road, due to road mudding in Jhandu Singh Marg, the traffic is affected due to road conditions. Motor drivers are advised.",UNRESOLVED_CROSS_LANGUAGE,False,False,False,False,True,automated_screen,,,[],"[""Ring Road""]","[""Ring Road""]",,,,"Chaudhary Jhandu Singh Marg, Safdarjung Enclave, New Delhi, Delhi, 110029, India","Ring,  Ring Road,  Jhandu,  Jhandu Singh,  Jhandu Singh Marg,  Singh,  Singh Marg,  Marg,  Motor",28.5659559,77.1945344,7
1420,7044,911452175561138177,9.11E+17,https://twitter.com/dtptraffic/status/911452175561138177,en,False,Traffic Alert Obstruction in traffic from Haider Pur towards Madhuban Chowk due to an accident. Kindly avoid the stretch.,Obstruction in traffic from Haider Pur towards Madhuban Chowk due to an accident. Kindly avoid the stretch.,Obstruction in traffic from Haider Pur towards Madhuban Chowk due to an accident. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Madhuban Chowk""]","[""Madhuban Chowk""]",,,,"Madhuban, East Delhi, Delhi, India","Pur,  Madhuban,  Madhuban Chowk,  Chowk",28.6302111,77.28737241,8
1421,7046,911452074176520194,9.11E+17,https://twitter.com/dtptraffic/status/911452074176520194,en,False,"Traffic Alert Part1/2..Traffic is heavy at Khanpur Depot,Vayusenabad, MB Road carriageway coming from Devli & carriageway coming from","Part1/2..Traffic is heavy at Khanpur Depot,Vayusenabad, MB Road carriageway coming from Devli & carriageway coming from","Part1/2..Traffic is heavy at Khanpur Depot,Vayusenabad, MB Road carriageway coming from Devli & carriageway coming from",BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Khanpur"", ""Vayusenabad"", ""MB Road""]","[""Khanpur"", ""Vayusenabad"", ""MB Road""]",,,,"Khanpur, Tigri, South Delhi, Delhi, 110062, India","Khanpur,  Depot,  Vayusenabad,  MB,  MB Road,  Devli",28.5127982,77.2323949,7
1422,7048,911228008173678592,9.11E+17,https://twitter.com/dtptraffic/status/911228008173678592,en,False,Traffic Alert Road has been blocked due to fall of a big tree on Madhav Rao Scindia Marg near Kerala School.,Road has been blocked due to fall of a big tree on Madhav Rao Scindia Marg near Kerala School.,Road has been blocked due to fall of a big tree on Madhav Rao Scindia Marg near Kerala School.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Kerala School""]","[""Kerala School""]",,,,"Shrimant Madhavrao Scindia Marg, Connaught Place, New Delhi, Delhi, 020626, India","Madhav,  Rao,  Scindia,  Scindia Marg,  Marg,  Kerala,  Kerala School,  School",28.6205552,77.2223059,9
1423,7050,911218241334263808,9.11E+17,https://twitter.com/dtptraffic/status/911218241334263808,en,False,Traffic Alert Obstruction in traffic in the carriageway from Mangolpuri flyover towards Peera Garhi due to breakdown of a DTC bus.,Obstruction in traffic in the carriageway from Mangolpuri flyover towards Peera Garhi due to breakdown of a DTC bus.,Obstruction in traffic in the carriageway from Mangolpuri flyover towards Peera Garhi due to breakdown of a DTC bus.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Mangolpuri flyover"", ""Peera Garhi""]","[""Mangolpuri flyover"", ""Peera Garhi""]",,,,"Peera Garhi, Paschim Vihar, West Delhi, Delhi, India","Mangolpuri,  Peera,  Peera Garhi,  Garhi,  DTC",28.67530065,77.09049216,8
1424,7052,911189715419664384,9.11E+17,https://twitter.com/dtptraffic/status/911189715419664384,en,False,Traffic Alert Obstruction in traffic in the carriageway from Kalindi towards Noida due to breakdown of a DTC bus near Yamuna Bridge.,Obstruction in traffic in the carriageway from Kalindi towards Noida due to breakdown of a DTC bus near Yamuna Bridge.,Obstruction in traffic in the carriageway from Kalindi towards Noida due to breakdown of a DTC bus near Yamuna Bridge.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Noida"", ""Yamuna""]","[""Noida"", ""Yamuna""]",,,,"Kalindi Colony, South East Delhi, Delhi, 110014, India","Kalindi,  Noida,  DTC,  Yamuna,  Yamuna Bridge,  Bridge",28.5763828,77.26592,7
1425,7055,911128752607727618,9.11E+17,https://twitter.com/dtptraffic/status/911128752607727618,hi,True,Traffic Alert उत्तम नगर से नजफ़गढ़ जाने वाले मार्ग में द्वारका मोड़ मेट्रो स्टेशन पर प्रदर्शन चल रहा है| 2/1,Uttam Nagar is going on the Najafgarh route on the Dwarka Road Metro station. 2/1,Uttam Nagar is going on the Najafgarh route on the Dwarka Road Metro station. 2/1,POSSIBLE_SPATIAL_RELATION_CHANGE,True,False,True,False,True,automated_screen,,,"[{""canonical"": ""Uttam Nagar"", ""surface"": ""उत्तम नगर""}, {""canonical"": ""Najafgarh"", ""surface"": ""नजफगढ""}, {""canonical"": ""Dwarka"", ""surface"": ""द्वारका""}]",[],"[""Uttam Nagar"", ""Najafgarh"", ""Dwarka Road""]",,,EXPLICIT_FROM_NOT_PRESERVED,"Uttam Nagar East, Shivaji Marg, Nawada, Vikaspuri, West Delhi, Delhi, 110059, India","Uttam,  Uttam Nagar,  Najafgarh,  Dwarka,  Dwarka Road,  Dwarka Road Metro,  Road Metro,  Metro",28.6248301,77.0652972,7
1426,7058,911084292662427649,9.11E+17,https://twitter.com/dtptraffic/status/911084292662427649,en,False,Traffic Alert Traffic is heavy from Brar Square to Dhaula Kuan due to heavy traffic movement. Kindly avoid the stretch.,Traffic is heavy from Brar Square to Dhaula Kuan due to heavy traffic movement. Kindly avoid the stretch.,Traffic is heavy from Brar Square to Dhaula Kuan due to heavy traffic movement. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Brar Square"", ""Dhaula Kuan""]","[""Brar Square"", ""Dhaula Kuan""]",,,,"Dhaula Kuan Enclave II, Delhi Cantonment, New Delhi, Delhi, India","Brar,  Brar Square,  Square,  Dhaula,  Dhaula Kuan,  Kuan",28.60067635,77.16468537,7
1427,7059,911081696010715136,9.11E+17,https://twitter.com/dtptraffic/status/911081696010715136,en,False,Traffic Alert Sansad Marg is closed for traffic movement due to demonstration. Kindly avoid the stretch.,Sansad Marg is closed for traffic movement due to demonstration. Kindly avoid the stretch.,Sansad Marg is closed for traffic movement due to demonstration. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Sansad Marg""]","[""Sansad Marg""]",,,,"Sansad Bhavan, Lok Sabha Marg, Raisina Hill, New Delhi, Delhi, 110004, India","Sansad,  Sansad Marg,  Marg",28.6171875,77.2078082,9
1428,7062,910531732599848960,9.11E+17,https://twitter.com/dtptraffic/status/910531732599848960,en,False,"Part1/2..Traffic Alert Traffic is heavy on Outer Ring Road(both carriageways) near Kalka Ji Mandir, Modi Mil, Mathura Road,","Part1/2..Traffic is heavy on Outer Ring Road(both carriageways) near Kalka Ji Mandir, Modi Mil, Mathura Road,","Part1/2..Traffic is heavy on Outer Ring Road(both carriageways) near Kalka Ji Mandir, Modi Mil, Mathura Road,",BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Outer Ring Road"", ""Mandir"", ""Mathura Road""]","[""Outer Ring Road"", ""Mandir"", ""Mathura Road""]",,,,"Outer Ring Road, Bhavishya Nidhi Enclave, Lado Sarai, Saidulajaib Extension, South Delhi, Delhi, 110016, India","Outer,  Outer Ring,  Outer Ring Road,  Ring,  Ring Road,  Kalka,  Kalka Ji,  Ji,  Ji Mandir,  Mandir,  Modi,  Mil,  Mathura,  Mathura Road",28.5438809,77.2050014,10
1429,7066,910529773985607680,9.11E+17,https://twitter.com/dtptraffic/status/910529773985607680,hi,True,Traffic Alert मुर्गा मंडी के पास एक कार में आग लग जाने के कारण गाजीपुर के पास यातायात बाधित है I कृपया इस मार्ग के प्रयोग से बचें I,"Due to a fire in a car near Cocktail, the traffic near Ghazipur is interrupted. Please avoid using this route.","Due to a fire in a car near Cocktail, the traffic near Ghazipur is interrupted. Please avoid using this route.",UNRESOLVED_CROSS_LANGUAGE,False,False,False,False,True,automated_screen,,,[],[],"[""Ghazipur""]",,,,"Ghazipur, East Delhi, Delhi, India","Ghazipur,  Please",28.6281825,77.32544159,7
1430,7067,910478294864109568,9.10E+17,https://twitter.com/dtptraffic/status/910478294864109568,en,False,"Part1/2.Traffic Alert Traffic is now normal on Rani Jhansi Road, Filmistan, Pahari Dheeraj, Bara Tooti, Sadar Bazar, Qutub Road, Chandni","Part1/2.Traffic is now normal on Rani Jhansi Road, Filmistan, Pahari Dheeraj, Bara Tooti, Sadar Bazar, Qutub Road, Chandni","Part1/2.Traffic is now normal on Rani Jhansi Road, Filmistan, Pahari Dheeraj, Bara Tooti, Sadar Bazar, Qutub Road, Chandni",BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Rani Jhansi Road"", ""Filmistan"", ""Sadar Bazar""]","[""Rani Jhansi Road"", ""Filmistan"", ""Sadar Bazar""]",,,,"Rani Khera, North West Delhi, Delhi, India","Rani,  Rani Jhansi,  Rani Jhansi Road,  Jhansi,  Jhansi Road,  Filmistan,  Pahari,  Bara,  Tooti,  Sadar,  Sadar Bazar,  Bazar,  Qutub,  Qutub Road,  Chandni",28.7061763,77.0234192,8
